,PMCID,Class_mean
29670,['6888724'],Relevant
27012,['6997914'],Relevant
24962,['7186806'],Relevant
26342,['7138283'],Relevant
12740,['7787473'],Relevant
1964,['8415635'],Relevant
17684,['7527409'],Relevant
28506,['6941823'],Relevant
65386,['4502414'],Relevant
25554,['7141226'],Relevant
32113,['6769897'],Relevant
8347,['8067852'],Relevant
78146,['3523090'],Relevant
50709,['5605633'],Relevant
15632,['7603693'],Relevant
54879,['5337499'],Relevant
13122,['7823745'],Relevant
11567,['7856348'],Relevant
11717,['7912641'],Relevant
11234,['7862697'],Relevant
3684,['8316543'],Relevant
42908,['6107516'],Relevant
65652,['4459714'],Relevant
27939,['7013718'],Relevant
36506,['6520677'],Relevant
43042,['6098145'],Relevant
41080,['6221911'],Relevant
79705,['6268228'],Relevant
37076,['6741137'],Relevant
37768,['6531968'],Relevant
24995,['8020288'],Relevant
18294,['7794045'],Relevant
7714,['8142972'],Relevant
5744,['8223345'],Relevant
2421,['8396431'],Relevant
23101,['7610944'],Relevant
67842,['4305420'],Relevant
5819,['8217433'],Relevant
54131,['5391321'],Relevant
1667,['8431017'],Relevant
41758,['7150357'],Relevant
34356,['6591849'],Relevant
9130,['8011790'],Relevant
29322,['6950356'],Relevant
43629,['6095004'],Relevant
906,['8469996'],Relevant
4010,['8304951'],Relevant
45871,['5933820'],Relevant
82872,['2936549'],Relevant
8822,['8091121'],Relevant
42319,['6165330'],Relevant
35428,['6529008'],Relevant
46755,['5995208'],Relevant
36206,['6493311'],Relevant
23249,['7254926'],Relevant
1633,['8431678'],Relevant
26209,['7038283'],Relevant
14172,['7731333'],Relevant
57223,['5098432'],Relevant
44670,['6007079'],Relevant
4004,['8305138'],Relevant
5650,['8227019'],Relevant
25621,['7075355'],Relevant
82141,['3818853'],Relevant
26376,['7047672'],Relevant
80873,['3202223'],Relevant
69819,['4225590'],Relevant
6834,['8116522'],Relevant
35891,['6509173'],Relevant
47359,['5825991'],Relevant
5711,['8225153'],Relevant
28409,['6983040'],Relevant
63523,['4913621'],Relevant
30109,['6858784'],Relevant
19632,['7460266'],Relevant
70639,['4099169'],Relevant
41914,['6154144'],Relevant
19410,['7497261'],Relevant
1941,['8416521'],Relevant
19146,['7429827'],Relevant
40864,['6237971'],Relevant
9934,['7928478'],Relevant
25826,['7143641'],Relevant
79436,['3901206'],Relevant
56647,['7149558'],Relevant
45444,['5905950'],Relevant
37282,['6423782'],Relevant
18300,['7564983'],Relevant
50282,['5748601'],Relevant
70248,['7123048'],Relevant
11365,['7884331'],Relevant
3984,['8305620'],Relevant
48056,['5822819'],Relevant
29791,['6858329'],Relevant
40148,['6282263'],Relevant
44930,['6032068'],Relevant
38601,['6563747'],Relevant
6829,['8118318'],Relevant
29814,['6891594'],Relevant
18317,['7529995'],Relevant
20265,['7397177'],Relevant
47318,['5826188'],Relevant
35627,['6520443'],Relevant
30610,['6805617'],Relevant
71364,['4026382'],Relevant
57224,['5097395'],Relevant
20459,['7367294'],Relevant
26877,['7040792'],Relevant
25854,['7750080'],Relevant
1986,['8413106'],Relevant
13330,['7838052'],Relevant
7793,['8073008'],Relevant
21715,['7308464'],Relevant
70946,['4074579'],Relevant
4758,['8267743'],Relevant
36353,['6523283'],Relevant
20935,['7408102'],Relevant
2219,['8401077'],Relevant
82436,['7152307'],Relevant
60729,['4841953'],Relevant
7582,['8146736'],Relevant
10913,['7916596'],Relevant
71210,['4073595'],Relevant
66512,['4485698'],Relevant
42527,['6127322'],Relevant
68963,['4235214'],Relevant
22034,['7303012'],Relevant
75897,['3655929'],Relevant
44244,['6099538'],Relevant
78807,['3395205'],Relevant
9233,['7971557'],Relevant
36434,['6465253'],Relevant
73700,['7120733'],Relevant
1246,['8458260'],Relevant
71328,['4857940'],Relevant
23041,['7229062'],Relevant
41051,['6334733'],Relevant
56158,['5259643'],Relevant
9448,['8000572'],Relevant
83058,['2915981'],Relevant
23881,['7221614'],Relevant
20876,['7341893'],Relevant
16172,['7589871'],Relevant
36020,['6502998'],Relevant
22371,['7352172'],Relevant
43896,['6052351'],Relevant
28259,['6937334'],Relevant
36971,['6447812'],Relevant
57468,['5075206'],Relevant
77725,['6268567'],Relevant
2839,['8342691'],Relevant
147,['8481554'],Relevant
63155,['6410618'],Relevant
2068,['8406656'],Relevant
997,['8468110'],Relevant
19957,['7390111'],Relevant
86713,['7120318'],Relevant
35325,['7106195'],Relevant
8034,['8079638'],Relevant
82312,['3049409'],Relevant
81995,['3153662'],Relevant
6012,['8203100'],Relevant
57004,['5225196'],Relevant
28486,['6982230'],Relevant
62650,['5145265'],Relevant
10049,['7917380'],Relevant
4683,['8270272'],Relevant
48660,['5742258'],Relevant
80504,['3236360'],Relevant
66118,['5455721'],Relevant
33217,['6684749'],Relevant
39012,['6342214'],Relevant
37228,['6426458'],Relevant
13578,['7769005'],Relevant
38117,['7123062'],Relevant
42270,['6166382'],Relevant
51204,['5571344'],Relevant
76161,['3650111'],Relevant
75440,['3841577'],Relevant
2701,['8384927'],Relevant
48642,['5738364'],Relevant
47346,['5945754'],Relevant
20381,['7404568'],Relevant
35386,['7498917'],Relevant
10127,['7996808'],Relevant
59285,['5078156'],Relevant
7929,['8074062'],Relevant
5844,['8215340'],Relevant
15625,['7671988'],Relevant
35623,['6522937'],Relevant
11825,['7829061'],Relevant
23848,['7182253'],Relevant
79442,['3327717'],Relevant
13624,['7883231'],Relevant
40818,['6240761'],Relevant
13107,['7795740'],Relevant
76735,['7150320'],Relevant
52792,['5473000'],Relevant
87707,['7109923'],Relevant
37411,['6470534'],Relevant
80287,['3293358'],Relevant
56722,['5715936'],Relevant
21199,['7324970'],Relevant
7116,['8148161'],Relevant
45431,['5962619'],Relevant
56952,['5117710'],Relevant
10877,['7885806'],Relevant
7509,['8145015'],Relevant
72682,['3956639'],Relevant
28397,['7024182'],Relevant
20484,['7480431'],Relevant
20657,['7404974'],Relevant
29417,['6901965'],Relevant
24959,['7186924'],Relevant
30760,['6843309'],Relevant
50896,['5618472'],Relevant
34348,['6598475'],Relevant
54069,['5401907'],Relevant
34275,['6595550'],Relevant
8533,['8067144'],Relevant
51260,['5634985'],Relevant
40118,['6283533'],Relevant
86006,['1995221'],Relevant
3246,['8348372'],Relevant
48588,['5852292'],Relevant
76364,['3940702'],Relevant
55082,['5324112'],Relevant
59857,['4904242'],Relevant
52077,['5516258'],Relevant
65108,['4569831'],Relevant
52378,['5617978'],Relevant
13123,['7823739'],Relevant
17881,['7487217'],Relevant
2962,['8361068'],Relevant
79062,['3365481'],Relevant
44707,['6023022'],Relevant
12994,['7824117'],Relevant
29995,['6842220'],Relevant
19874,['7432108'],Relevant
34035,['6606795'],Relevant
14240,['7760123'],Relevant
37237,['6854853'],Relevant
51927,['5526552'],Relevant
8097,['8070659'],Relevant
63745,['6331815'],Relevant
72928,['3915751'],Relevant
50141,['5640243'],Relevant
29467,['6883944'],Relevant
56068,['5219689'],Relevant
77085,['7149705'],Relevant
61565,['4989320'],Relevant
39359,['6854848'],Relevant
41738,['6186784'],Relevant
9536,['7991589'],Relevant
19940,['7399198'],Relevant
28273,['7024282'],Relevant
16363,['7711925'],Relevant
60700,['4845539'],Relevant
51367,['5562727'],Relevant
23128,['7237634'],Relevant
29684,['6867895'],Relevant
33318,['6695956'],Relevant
10831,['7881582'],Relevant
11587,['7912344'],Relevant
20728,['7407930'],Relevant
61421,['4838984'],Relevant
27628,['7151112'],Relevant
2467,['8394324'],Relevant
13341,['7767317'],Relevant
1535,['8437542'],Relevant
13607,['7745561'],Relevant
13026,['7883180'],Relevant
39903,['6354569'],Relevant
39135,['6339935'],Relevant
59000,['4981743'],Relevant
49922,['7169279'],Relevant
26360,['7070998'],Relevant
24492,['7142297'],Relevant
17274,['7600897'],Relevant
5483,['8230215'],Relevant
11428,['7912746'],Relevant
84301,['7121946'],Relevant
28365,['7798458'],Relevant
1709,['8419240'],Relevant
70135,['6271412'],Relevant
70382,['4156458'],Relevant
61376,['4820312'],Relevant
19705,['7395212'],Relevant
24354,['7160450'],Relevant
17338,['7598667'],Relevant
65680,['4485156'],Relevant
75342,['3751929'],Relevant
13584,['7767931'],Relevant
68166,['4858066'],Relevant
11147,['7892976'],Relevant
23173,['7235284'],Relevant
32500,['7103147'],Relevant
87191,['7135773'],Relevant
72498,['7080119'],Relevant
54199,['5383145'],Relevant
33235,['6723217'],Relevant
54066,['5447872'],Relevant
43466,['6066938'],Relevant
4066,['8303200'],Relevant
11891,['7857600'],Relevant
37079,['6503470'],Relevant
24968,['7177810'],Relevant
47730,['5882110'],Relevant
84391,['2812829'],Relevant
41764,['6315993'],Relevant
80017,['3272815'],Relevant
63761,['4621484'],Relevant
54370,['5372362'],Relevant
70517,['4113768'],Relevant
42622,['6467584'],Relevant
72719,['3950955'],Relevant
64285,['4655009'],Relevant
9638,['8000602'],Relevant
20182,['7439407'],Relevant
25539,['7315774'],Relevant
74190,['3792357'],Relevant
4846,['8253115'],Relevant
17039,['7495341'],Relevant
79879,['7151972'],Relevant
87520,['7109875'],Relevant
9662,['7967254'],Relevant
28286,['6983133'],Relevant
46346,['7167873'],Relevant
45285,['5995063'],Relevant
12838,['7795182'],Relevant
40656,['7121965'],Relevant
60388,['4863898'],Relevant
85943,['7158326'],Relevant
5341,['8234457'],Relevant
10154,['7952630'],Relevant
28445,['7168309'],Relevant
65941,['4521022'],Relevant
9451,['8000147'],Relevant
75499,['3682984'],Relevant
17680,['7527494'],Relevant
4537,['8274966'],Relevant
19399,['7460540'],Relevant
19000,['7435254'],Relevant
22421,['7356876'],Relevant
35917,['6498619'],Relevant
7003,['8151343'],Relevant
36740,['6518429'],Relevant
61783,['4764700'],Relevant
3082,['8358084'],Relevant
79716,['7120157'],Relevant
24690,['7140391'],Relevant
68123,['4310304'],Relevant
45485,['5952179'],Relevant
53517,['5423913'],Relevant
29100,['6891948'],Relevant
74118,['3927574'],Relevant
41890,['6213249'],Relevant
20064,['7460554'],Relevant
18226,['7484522'],Relevant
5794,['8218443'],Relevant
85851,['2387300'],Relevant
25204,['7083060'],Relevant
11178,['7863265'],Relevant
5099,['8248536'],Relevant
51529,['5790583'],Relevant
45892,['5937417'],Relevant
27911,['6952399'],Relevant
77026,['4336111'],Relevant
4940,['8253464'],Relevant
37818,['6390735'],Relevant
37614,['7112049'],Relevant
30072,['6839242'],Relevant
31269,['7086079'],Relevant
3874,['8308319'],Relevant
25309,['7078465'],Relevant
33012,['6754194'],Relevant
31738,['6770904'],Relevant
40401,['6308929'],Relevant
35401,['6571750'],Relevant
38252,['6376788'],Relevant
66944,['4448820'],Relevant
41403,['6196031'],Relevant
19442,['7426370'],Relevant
43159,['6089990'],Relevant
50571,['5681278'],Relevant
83997,['2836569'],Relevant
2323,['8399204'],Relevant
8401,['8067450'],Relevant
75249,['7126707'],Relevant
7290,['8120311'],Relevant
24210,['7232470'],Relevant
33908,['6650971'],Relevant
25890,['7221421'],Relevant
9498,['8173300'],Relevant
59427,['4932316'],Relevant
24422,['7230173'],Relevant
48820,['5727958'],Relevant
7368,['8110402'],Relevant
77423,['3520046'],Relevant
77681,['4062852'],Relevant
66907,['4425030'],Relevant
12366,['7805150'],Relevant
39712,['6302869'],Relevant
19796,['7472303'],Relevant
80510,['3219662'],Relevant
34886,['7009308'],Relevant
52022,['5517491'],Relevant
33618,['6646423'],Relevant
60292,['4871567'],Relevant
34679,['6567487'],Relevant
18521,['7563162'],Relevant
12972,['7794909'],Relevant
3571,['8324356'],Relevant
31340,['6801849'],Relevant
14558,['7688225'],Relevant
41479,['6207159'],Relevant
69644,['4470864'],Relevant
3837,['8308837'],Relevant
57043,['5110546'],Relevant
10427,['7924645'],Relevant
7899,['8052780'],Relevant
46864,['5877024'],Relevant
69206,['4293396'],Relevant
17505,['7505743'],Relevant
61608,['4895252'],Relevant
9721,['7940407'],Relevant
64944,['4531117'],Relevant
21392,['7315026'],Relevant
38481,['6369591'],Relevant
45066,['6099280'],Relevant
58753,['5004037'],Relevant
2042,['8408311'],Relevant
8849,['8032891'],Relevant
57969,['5035730'],Relevant
4675,['8270676'],Relevant
12333,['7828551'],Relevant
38750,['6361841'],Relevant
61090,['4848952'],Relevant
65554,['7123502'],Relevant
75668,['3667831'],Relevant
16107,['7609970'],Relevant
67160,['7080151'],Relevant
25632,['7062716'],Relevant
28653,['6917813'],Relevant
51019,['5618539'],Relevant
79413,['7169144'],Relevant
6140,['8169570'],Relevant
45246,['6100286'],Relevant
17270,['7601396'],Relevant
50425,['5845575'],Relevant
37940,['6399105'],Relevant
31967,['6731622'],Relevant
67132,['4386698'],Relevant
51088,['5645428'],Relevant
72244,['3952080'],Relevant
82193,['7158336'],Relevant
15858,['7663413'],Relevant
64895,['4748402'],Relevant
33141,['6773942'],Relevant
86518,['1508139'],Relevant
8228,['8055414'],Relevant
11134,['7914914'],Relevant
67569,['4344792'],Relevant
4863,['8261217'],Relevant
35230,['6567294'],Relevant
20702,['7366338'],Relevant
40398,['6313675'],Relevant
48813,['5733018'],Relevant
13447,['7744130'],Relevant
15823,['7595111'],Relevant
78912,['7127335'],Relevant
22517,['7597929'],Relevant
12359,['7806604'],Relevant
49754,['5671994'],Relevant
1634,['8431669'],Relevant
87244,['1492602'],Relevant
59937,['5328810'],Relevant
85113,['2704929'],Relevant
60774,['5493079'],Relevant
42415,['6142822'],Relevant
11861,['7912069'],Relevant
24314,['7156293'],Relevant
3128,['8343123'],Relevant
45842,['5926076'],Relevant
27472,['7074883'],Relevant
74770,['3753153'],Relevant
55373,['7167529'],Relevant
49077,['5714932'],Relevant
38493,['6364421'],Relevant
35593,['6624217'],Relevant
23639,['7246908'],Relevant
77881,['3469657'],Relevant
10784,['7881296'],Relevant
11514,['7872042'],Relevant
20256,['7407150'],Relevant
52216,['5506180'],Relevant
4054,['8303546'],Relevant
10480,['7922792'],Relevant
4096,['8301030'],Relevant
55198,['5332926'],Relevant
73262,['3873466'],Relevant
80346,['3280570'],Relevant
64007,['4633953'],Relevant
9271,['8002498'],Relevant
123,['8500062'],Relevant
50305,['5632352'],Relevant
48776,['5850219'],Relevant
75380,['3693955'],Relevant
86959,['7133632'],Relevant
41356,['6638177'],Relevant
71929,['7120867'],Relevant
13577,['7769011'],Relevant
21493,['7308314'],Relevant
42412,['6143810'],Relevant
71752,['4064118'],Relevant
13978,['7746552'],Relevant
33521,['6680751'],Relevant
18749,['7445463'],Relevant
44968,['6014569'],Relevant
80100,['7151888'],Relevant
24230,['7174702'],Relevant
69310,['4198181'],Relevant
68383,['4277013'],Relevant
77856,['3497720'],Relevant
1347,['8450447'],Relevant
30683,['6900561'],Relevant
83256,['7120277'],Relevant
1906,['8419344'],Relevant
17695,['7499027'],Relevant
1763,['8416725'],Relevant
45872,['5933809'],Relevant
68155,['4290678'],Relevant
54844,['5339269'],Relevant
15742,['7658412'],Relevant
16514,['7601951'],Relevant
48634,['5742344'],Relevant
48194,['5768649'],Relevant
71233,['4205885'],Relevant
44237,['7108105'],Relevant
78542,['3623511'],Relevant
2373,['8398168'],Relevant
3544,['8269257'],Relevant
63057,['4676280'],Relevant
54545,['7121078'],Relevant
48275,['5908359'],Relevant
10634,['8136491'],Relevant
53030,['5785354'],Relevant
7739,['8059861'],Relevant
11451,['7872077'],Relevant
30825,['6804428'],Relevant
28152,['7019510'],Relevant
51065,['5583156'],Relevant
14196,['7707839'],Relevant
67488,['4435009'],Relevant
52986,['5461347'],Relevant
73214,['3884129'],Relevant
26034,['7049744'],Relevant
21470,['7356045'],Relevant
26968,['7448045'],Relevant
80098,['3361696'],Relevant
20988,['7559060'],Relevant
4282,['8295901'],Relevant
72323,['3975390'],Relevant
40295,['6283892'],Relevant
68566,['7122987'],Relevant
5904,['8209725'],Relevant
32916,['7463038'],Relevant
54632,['7233269'],Relevant
79626,['7152131'],Relevant
1441,['8432581'],Relevant
67946,['7123603'],Relevant
36905,['6523810'],Relevant
44180,['6073408'],Relevant
75299,['3897029'],Relevant
48071,['5773577'],Relevant
79583,['3366674'],Relevant
47270,['5952258'],Relevant
77044,['3654618'],Relevant
8468,['8067091'],Relevant
46782,['5851621'],Relevant
33034,['6687941'],Relevant
26424,['7070526'],Relevant
45426,['6022249'],Relevant
6272,['8179767'],Relevant
76570,['7091222'],Relevant
22508,['7265137'],Relevant
19483,['7428837'],Relevant
4380,['8286963'],Relevant
47192,['7152230'],Relevant
8378,['8028809'],Relevant
86208,['7107997'],Relevant
35551,['6567262'],Relevant
33146,['6723881'],Relevant
80273,['3247006'],Relevant
46397,['5883106'],Relevant
5374,['8233827'],Relevant
70648,['4205912'],Relevant
83621,['2857373'],Relevant
12905,['7817038'],Relevant
20359,['7404273'],Relevant
45965,['7125918'],Relevant
75886,['3646493'],Relevant
78663,['3399842'],Relevant
35672,['6535880'],Relevant
22579,['7312803'],Relevant
51838,['5531557'],Relevant
6456,['8196899'],Relevant
26258,['7071410'],Relevant
25746,['7064558'],Relevant
15328,['7648308'],Relevant
2364,['8398317'],Relevant
78964,['7123705'],Relevant
5641,['8227144'],Relevant
66119,['4973701'],Relevant
68038,['4336584'],Relevant
18049,['7509050'],Relevant
79101,['3580598'],Relevant
57949,['5037136'],Relevant
